Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
San Marino,SMR,2020,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,108.439903259277
San Marino,SMR,2019,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,97.2665100097656
San Marino,SMR,2018,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,99.5525665283203
San Marino,SMR,2021,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,101.017807006836
San Marino,SMR,2020,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,99.5192337036133
San Marino,SMR,2019,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,102.934539794922
San Marino,SMR,2018,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,93.5483932495117
San Marino,SMR,2021,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,88.9502792358398
San Marino,SMR,2020,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,89.5953826904297
San Marino,SMR,2019,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,114.906829833984
San Marino,SMR,2018,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,92.7835083007813
San Marino,SMR,2021,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,110.059173583984
San Marino,SMR,2020,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,90.8163299560547
San Marino,SMR,2019,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,92.4324264526367
San Marino,SMR,2018,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,82.7026977539063
San Marino,SMR,2018,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,95.572998046875
San Marino,SMR,2018,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,97.7253112792969
San Marino,SMR,2018,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,96.5969924926758
San Marino,SMR,2018,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,50.53004
San Marino,SMR,2012,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,45.61626
San Marino,SMR,2011,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.21689
San Marino,SMR,2010,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,50.34876
San Marino,SMR,2009,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.57653
San Marino,SMR,2008,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.55245
San Marino,SMR,2000,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.03843
San Marino,SMR,1997,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.94872
San Marino,SMR,1996,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.70723
San Marino,SMR,1994,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.54202
San Marino,SMR,1993,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.23529
San Marino,SMR,1992,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.25
San Marino,SMR,1991,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.53465
San Marino,SMR,1990,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.67726
San Marino,SMR,1989,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.34123
San Marino,SMR,1988,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.99068
San Marino,SMR,1987,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.27586
San Marino,SMR,1986,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.97236
San Marino,SMR,1985,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.75
San Marino,SMR,1984,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.83242
San Marino,SMR,1983,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,49.29672
San Marino,SMR,1982,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.58871
San Marino,SMR,1981,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.57522
San Marino,SMR,1980,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.6873
San Marino,SMR,1979,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.29219
San Marino,SMR,1978,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,45.59458
San Marino,SMR,1977,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.30186
San Marino,SMR,1976,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.63121
San Marino,SMR,1975,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.29093
San Marino,SMR,1974,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.92671
San Marino,SMR,1973,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.52406
San Marino,SMR,1972,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.25151
San Marino,SMR,1971,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,45.82062
San Marino,SMR,2021,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,96.9426803588867
San Marino,SMR,2020,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,95.0494995117188
San Marino,SMR,2019,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,101.23609161377
San Marino,SMR,2018,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,99.7674407958984
San Marino,SMR,2021,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,97.7914123535156
San Marino,SMR,2020,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,97.4329071044922
San Marino,SMR,2019,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,93.8132705688477
San Marino,SMR,2018,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,94.7012405395508
San Marino,SMR,2018,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,116
San Marino,SMR,2012,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,85.10638
San Marino,SMR,2011,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,110.07194
San Marino,SMR,2010,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,104.44444
San Marino,SMR,2009,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,98.47328
San Marino,SMR,2008,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,125.19685
San Marino,SMR,2000,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,82.87671
San Marino,SMR,1997,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,102.32558
San Marino,SMR,1996,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,84
San Marino,SMR,1994,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,87.17949
San Marino,SMR,1993,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,90.43478
San Marino,SMR,1992,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,101.75439
San Marino,SMR,2018,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,90.47619
San Marino,SMR,2012,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,116.14907
San Marino,SMR,2011,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,96.22642
San Marino,SMR,2010,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,105.19481
San Marino,SMR,2009,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,114.28571
San Marino,SMR,2008,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,125.53191
San Marino,SMR,2000,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,82.42424
San Marino,SMR,1997,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,93.10345
San Marino,SMR,1996,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,83.57143
San Marino,SMR,1994,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,89.31298
San Marino,SMR,1993,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,89.84375
San Marino,SMR,1992,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,91.40625
San Marino,SMR,2000,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,87.17201
San Marino,SMR,1997,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,90.12945
San Marino,SMR,1996,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,88.81579
San Marino,SMR,1994,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,95.09306
San Marino,SMR,1993,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,95.64489
San Marino,SMR,1992,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,94.28105
San Marino,SMR,1991,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,88.08777
San Marino,SMR,1990,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,86.64688
San Marino,SMR,1989,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,86.4215
San Marino,SMR,1988,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,86.79505
San Marino,SMR,1987,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,90.12346
San Marino,SMR,1986,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,95.94972
San Marino,SMR,2000,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,83.18241
San Marino,SMR,1997,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,87.42775
San Marino,SMR,1996,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,86.47059
San Marino,SMR,1994,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,90.59181
San Marino,SMR,1993,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,91.74174
San Marino,SMR,1992,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,90.35088
San Marino,SMR,1991,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,90.7173
San Marino,SMR,1990,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,85.25896
San Marino,SMR,1989,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,82.32323
San Marino,SMR,1988,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,80.4908
San Marino,SMR,1987,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,85.67931
San Marino,SMR,1986,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,88.625
San Marino,SMR,2010,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,96.09877
San Marino,SMR,2010,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,96.9697
San Marino,SMR,2020,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,93.6052017211914
San Marino,SMR,2019,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,97.773811340332
San Marino,SMR,2018,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,96.8412933349609
San Marino,SMR,2011,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,98.0645217895508
San Marino,SMR,2020,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,98.8869476318359
San Marino,SMR,2019,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,98.0961074829102
San Marino,SMR,2018,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,99.4186019897461
San Marino,SMR,2011,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,94.8521728515625
San Marino,SMR,2020,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,93.6052017211914
San Marino,SMR,2019,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,97.773811340332
San Marino,SMR,2018,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,96.8412933349609
San Marino,SMR,2011,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,98.0645217895508
San Marino,SMR,2020,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,98.8869476318359
San Marino,SMR,2019,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,98.0961074829102
San Marino,SMR,2018,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,99.4186019897461
San Marino,SMR,2011,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,94.8521728515625
San Marino,SMR,2018,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0
San Marino,SMR,2012,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0
San Marino,SMR,2011,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0
San Marino,SMR,2010,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0
San Marino,SMR,2009,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0
San Marino,SMR,2008,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0
San Marino,SMR,2000,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0
San Marino,SMR,1993,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0
San Marino,SMR,1992,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0
San Marino,SMR,2018,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0
San Marino,SMR,2012,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0
San Marino,SMR,2011,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0
San Marino,SMR,2010,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0
San Marino,SMR,2009,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0
San Marino,SMR,2008,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0
San Marino,SMR,2000,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0
San Marino,SMR,1993,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.64935
San Marino,SMR,1992,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.32206
San Marino,SMR,2021,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,41.2556114196777
San Marino,SMR,2020,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,40.7725296020508
San Marino,SMR,2019,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,92.7927932739258
San Marino,SMR,2018,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,93.3333282470703
San Marino,SMR,2021,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,9.52381038665771
San Marino,SMR,2020,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,15.7894697189331
San Marino,SMR,2019,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,61.9047584533691
San Marino,SMR,2018,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,55
San Marino,SMR,2021,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,91.393440246582
San Marino,SMR,2020,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,92.460319519043
San Marino,SMR,2019,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,91.3580169677734
San Marino,SMR,2018,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,91.8367309570313
San Marino,SMR,2012,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,91.2350616455078
San Marino,SMR,2011,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,92.2131118774414
San Marino,SMR,2010,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,93.4426193237305
San Marino,SMR,2009,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,90.8730163574219
San Marino,SMR,2008,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,91.1290283203125
San Marino,SMR,2000,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,90.9871215820313
San Marino,SMR,1997,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,89.140266418457
San Marino,SMR,1996,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,88.4792633056641
San Marino,SMR,1994,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,87.6712265014648
San Marino,SMR,1993,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,88.2352905273438
San Marino,SMR,1992,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,85.7798233032227
San Marino,SMR,1991,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,89.4230804443359
San Marino,SMR,1990,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,84.9246215820313
San Marino,SMR,1989,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,84.6560821533203
San Marino,SMR,1988,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,83.1521682739258
San Marino,SMR,1987,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,88.8888931274414
San Marino,SMR,1986,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,87.3417663574219
San Marino,SMR,1985,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,88.3040924072266
San Marino,SMR,1984,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,87.2727279663086
San Marino,SMR,1983,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,89.634147644043
San Marino,SMR,1982,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,88.125
San Marino,SMR,1981,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,88.2758636474609
San Marino,SMR,1980,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,86.363639831543
San Marino,SMR,1979,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,86.363639831543
San Marino,SMR,1978,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,85.6060562133789
San Marino,SMR,1977,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,84.6153793334961
San Marino,SMR,1976,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,86.206901550293
San Marino,SMR,1975,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,85.0467300415039
San Marino,SMR,1974,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,85.8585891723633
San Marino,SMR,1973,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,81.8181762695313
San Marino,SMR,1972,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,79.3814392089844
San Marino,SMR,1971,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,80.8988800048828
San Marino,SMR,2000,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,87.17201
San Marino,SMR,1997,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,90.12945
San Marino,SMR,1996,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,88.81579
San Marino,SMR,1994,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,95.09306
San Marino,SMR,1993,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,95.64489
San Marino,SMR,1992,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,94.28105
San Marino,SMR,1991,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,88.08777
San Marino,SMR,1990,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,86.64688
San Marino,SMR,1989,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,86.4215
San Marino,SMR,1988,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,86.79505
San Marino,SMR,1987,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,90.12346
San Marino,SMR,1986,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,95.94972
San Marino,SMR,2000,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,83.18241
San Marino,SMR,1997,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,87.42775
San Marino,SMR,1996,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,86.47059
San Marino,SMR,1994,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,90.59181
San Marino,SMR,1993,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,91.74174
San Marino,SMR,1992,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,90.35088
San Marino,SMR,1991,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,90.7173
San Marino,SMR,1990,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,85.25896
San Marino,SMR,1989,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,82.32323
San Marino,SMR,1988,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,80.4908
San Marino,SMR,1987,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,85.67931
San Marino,SMR,1986,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,88.625
San Marino,SMR,2021,"Children out of school, primary, female",SE.PRM.UNER.FE,23
San Marino,SMR,2020,"Children out of school, primary, female",SE.PRM.UNER.FE,41
San Marino,SMR,2021,"Children out of school, primary, male",SE.PRM.UNER.MA,17
San Marino,SMR,2020,"Children out of school, primary, male",SE.PRM.UNER.MA,21
San Marino,SMR,2018,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,81.7582397460938
San Marino,SMR,2018,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,84.2847290039063
San Marino,SMR,2018,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,82.9602508544922
San Marino,SMR,2018,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,17.4489803314209
San Marino,SMR,2018,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,13.898980140686
San Marino,SMR,2018,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,15.7600202560425
San Marino,SMR,2018,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,56.0361099243164
San Marino,SMR,2018,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,51.6260185241699
San Marino,SMR,2018,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,53.9379501342773
San Marino,SMR,2018,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,44.46461
San Marino,SMR,2012,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.06813
San Marino,SMR,2011,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,47.88851
San Marino,SMR,2010,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.24336
San Marino,SMR,2009,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.73141
San Marino,SMR,2008,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,49.07782
San Marino,SMR,2000,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,49.2915
